cluster,mechanic,track,name,email,email_alt,phone,website,instagram,facebook,whatsapp,address,postcode,street,type,note,placeId,google_maps
Clapham High Street,empty_chair,empty_chair,@ Clapham Hair and Beauty,info@claphamhairandbeauty.com,,,http://www.claphamhairandbeauty.com/,https://www.instagram.com/tl.professional,https://www.facebook.com/107161374784125,,"100 Clapham High St, London",SW4 7UL,Clapham High St,Beauty salon,,ChIJM5NPWOwFdkgRzMKogjcDbt4,https://maps.google.com/?cid=16027751660808356556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Be Styled By Chen,bestyledbychen@gmail.com,,+44 7539 249351,http://www.bestyledbychen.com/,,,https://wa.me/447539249351,"100 Clapham High St, London",SW4 7UL,Clapham High St,Hair salon,,ChIJbbAoTvAFdkgR2_0bUyl03h8,https://maps.google.com/?cid=2296400580842356187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Beyond The Brush Ldn By Monique,beyondthebrushldn@outlook.com,,+44 7882 937810,https://www.beyondthebrushldn.com/,,,https://wa.me/447882937810,"100 Clapham High St, London",SW4 7UL,Clapham High St,Hair salon,,ChIJ4Xsi1hcFdkgRBt5J3EWZPwE,https://maps.google.com/?cid=89959042898320902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Clapham Barbers,info@claphambarbers.co.uk,,+44 20 3536 2452,https://www.claphambarbers.co.uk/,https://www.instagram.com/claphambarbers,https://www.facebook.com/Claphambarbers,,"128 Clapham High St, London",SW4 7UH,Clapham High St,Barber shop,,ChIJfXRHBFIEdkgRgFsoDn3Aq1w,https://maps.google.com/?cid=6677642515847863168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Danugur Clapham/Stockwell,info@danugur.co.uk,info@danugur.com,+44 7552 827154,https://www.danugur.co.uk/,,https://www.facebook.com/DanugurGrooming,https://wa.me/447552827154,"Light Centre, 151-153 Clapham High St, London",SW4 7SS,Clapham High St,Skin care clinic,,ChIJn4e12SgFdkgRtQ7qidPNxj8,https://maps.google.com/?cid=4595586778213781173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,SW4 BARBERS,sw4barbers@yahoo.com,,+44 20 8127 6280,https://sw4barbers.co.uk/,,,,"6 Clapham High St, London",SW4 7UT,Clapham High St,Barber shop,,ChIJWW4-MIAFdkgROGJ8ofUntTg,https://maps.google.com/?cid=4086216172838347320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Venus Barbers,venusbarbersclapham@yahoo.com,venusbarbersclapham@gmail.com,+44 20 7627 1477,https://venusbarbersclapham.co.uk/,https://www.instagram.com/venus.barbers,,,"105A Clapham High St, London",SW4 7TB,Clapham High St,Barber shop,,ChIJxQ_1h00EdkgREHYqo7lOgAY,https://maps.google.com/?cid=468460920459916816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,La Rueda Italian Social House,mktlarueda@gmail.com,,+44 20 7627 2173,https://www.laruedaclapham.co.uk/,https://instagram.com/larueda_clapham,,,"66 Clapham High St, London",SW4 7UL,Clapham High St,Italian restaurant,,ChIJV_qOwFEEdkgRRmVkaeLFxDc,https://maps.google.com/?cid=4018554343742793030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Olives + Meze Takeaway,contact@olivesandmeze.co.uk,hi@olivesandmeze.co.uk,+44 20 3583 7790,http://www.olivesandmeze.co.uk/,https://www.instagram.com/olivesandmeze,https://www.facebook.com/olivesandmeze,,"131 Clapham High St, London",SW4 7SS,Clapham High St,Mediterranean restaurant,,ChIJM4jpB1IEdkgRsldknr7m0gw,https://maps.google.com/?cid=924054579939923890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Soul Lounge,soulloungeldn@gmail.com,iaintordinaryevents@gmail.com,+44 7914 687983,https://www.soulloungeldn.com/,https://instagram.com/squarespace,,https://wa.me/447914687983,"76 Clapham High St, London",SW4 7UL,Clapham High St,Restaurant,,ChIJ8bKMDxYFdkgR-cbluWZDN90,https://maps.google.com/?cid=15940283514585728761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
