cluster,mechanic,track,name,address,postcode,street,website,phone,email,email_alt,email_quality,already_contacted,type,rating,reviews,note,placeId,googleMapsUri
Brixton Village,empty_chair,empty_chair,Luna & Wilde Brixton Biab Nail Salon,"425 Coldharbour Ln, London",SW9 8LH,Coldharbour Ln,https://linktr.ee/lunaandwilde,+44 20 8616 7898,,,none,no,Nail salon,4.8,243,,ChIJu1rjZP0FdkgRg_Q0dRkwge0,https://maps.google.com/?cid=17114012944883315843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Myla and Davis,"431-433 Coldharbour Ln, London",SW9 8LN,Coldharbour Ln,http://www.mylaanddavis.co.uk/,+44 20 3818 0068,weddings@mylaanddavis.co.uk,jose@mylaanddavis.co.uk,ok,no,Hair salon,4.7,159,,ChIJyy2elmgEdkgR1y7UXxWx_J4,https://maps.google.com/?cid=11456226257483869911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,NAE2SLAE,"25 Coldharbour Ln, London",SE5 9NR,Coldharbour Ln,,+44 7593 589004,,,no_website,no,Beauty salon,4.9,47,,ChIJC_ORNEEDdkgRA1wJ6zI7YrQ,https://maps.google.com/?cid=12998016564422335491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Nail Spa,"417 Coldharbour Ln, London",SW9 8LF,Coldharbour Ln,http://nailspabrixton.co.uk/,+44 20 7274 2288,gianghuonglily1965@gmail.com,,ok,yes,Beauty salon,2.9,104,,ChIJp8cll2gEdkgR0Cbfg7_u3yQ,https://maps.google.com/?cid=2657104811490485968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Oh LaLa Hair Salon,"The Metropolis, 77 Atlantic Rd, London",SW9 8PU,Atlantic Rd,https://www.treatwell.co.uk/place/ohlala-london/,+44 7915 849934,begona_fernandez@treatwell.co.uk,emma_curry@treatwell.co.uk,platform,no,Hair salon,5,187,,ChIJ_w-MwowFdkgRq3OtycdgDwI,https://maps.google.com/?cid=148443723924861867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Queenty Boss Hair & Beauty Studio,"KIOSK 2, 17 Atlantic Rd, London",SW9 8HX,Atlantic Rd,https://www.queentybosshair.com/,+44 7465 034374,info@queentybosshair.com,,ok,no,Hair salon,4.9,27,,ChIJaXWyy2YFdkgRxk4hnFis0hk,https://maps.google.com/?cid=1860739092633964230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Rama's Hair & Beauty,"16B, Market Row, Coldharbour Ln, London",SW9 8LD,Coldharbour Ln,http://www.ramas.10to8.com/,+44 20 7733 7819,zrasmatou@gmail.com,,platform,no,Hair salon,4.8,103,,ChIJAYMKmmgEdkgRE2CNi8aCOGE,https://maps.google.com/?cid=7005493009631240211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Republic Barbershop,"62 Atlantic Rd, London",SW9 8PY,Atlantic Rd,,+44 7519 361756,,,no_website,no,Barber shop,4.3,6,,ChIJEbGzNZ8FdkgR-j7S7UVkyoA,https://maps.google.com/?cid=9280340233655828218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Sirwans Barbers,"Brixton Village, 47 Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,https://gatoreasy.com/sirwans-barbers-zjelgei,+44 7951 856000,,,none,no,Barber shop,4.9,540,,ChIJ2e0SAmYEdkgRr1aIZjeLgEI,https://maps.google.com/?cid=4791983073581881007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Tula Rose,"6A Coldharbour Ln, London",SE5 9PR,Coldharbour Ln,http://tularose.com/,+44 20 7733 1400,info@tularose.com,,ok,no,Beauty salon,4.9,195,,ChIJz7LQ9X8EdkgRjdMujjhG2Vo,https://maps.google.com/?cid=6546340742077272973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,United Cutz Brixton Barber,"30 Atlantic Rd, London",SW9 8JW,Atlantic Rd,,+44 20 3793 4316,,,no_website,no,Barber shop,4.8,127,,ChIJuakNIGYEdkgRRNaOofiWBnM,https://maps.google.com/?cid=8288478158828525124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Victoria Beauty & Aesthetics,"214 Coldharbour Ln, London",SW9 8SA,Coldharbour Ln,,,,,no_website,no,Beauty salon,4.9,55,,ChIJG2NCinwFdkgRWcGkWWq-TGE,https://maps.google.com/?cid=7011188083888800089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Victoria Cole Hair & crown ov glory,"16 Coldharbour Ln, London",SE5 9PR,Coldharbour Ln,http://www.victoriacole.co.uk/,+44 7958 717022,customerservice@victoriacole.co.uk,contact@victoriacole.co.uk,ok,no,Hair salon,3.9,97,,ChIJGUC3i38EdkgRzOoTCfCNA1s,https://maps.google.com/?cid=6558241544465541836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,ALL ROADS BRIXTON,"44 Atlantic Rd, London",SW9 8JN,Atlantic Rd,http://www.allroadsldn.com/,+44 7913 172857,info@allroadsldn.com,,ok,no,Restaurant,4.8,65,,ChIJW6ANzfcFdkgRDeYV_Acg_70,https://maps.google.com/?cid=13690696610895750669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Arepa & Co Venezuelan Restaurant Brixton,"14B, C, Market Row, London",SW9 8LD,Market Row,https://www.arepaandco.com/pages/brixton-restaurant/?utm_source=GMB&utm_medium=website%20click&utm_campaign=SDM&utm_id=GMB,+44 20 4619 3502,hello@arepaandco.com,,ok,no,Restaurant,4.5,168,,ChIJvc8XWAAFdkgRtom_Oiz97KI,https://maps.google.com/?cid=11740036695054059958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Atlantic Bakery,"The Metropolis, 67 Atlantic Rd, London",SW9 8PU,Atlantic Rd,,+44 20 7998 8824,,,no_website,no,Bakery,4.5,53,,ChIJoyNUSm8EdkgR1K_JxmNLX9s,https://maps.google.com/?cid=15807436109002682324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,BAD BREW INC.,"82, 84 Coldharbour Ln, London",SE5 9PU,Coldharbour Ln,,,,,no_website,no,Coffee shop,4.8,176,,ChIJb6GKN8oFdkgRZw6CspdBWyI,https://maps.google.com/?cid=2475644539960954471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Brixton Spritz,"21 Brixton Station Rd, London",SW9 8QQ,Brixton Station Rd,http://www.brixtonspritz.com/,+44 20 3648 2199,info@brixtonspritz.com,,ok,no,Restaurant,4.9,119,,ChIJFx4BHwAFdkgRq_bGAxvg-Jk,https://maps.google.com/?cid=11094864088659326635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Brixtonia,"19 Brixton Station Rd, London",SW9 8PB,Brixton Station Rd,,+44 7432 227090,,,no_website,no,Cafe,4.8,24,,ChIJ9WToChgFdkgR_44-0v7T-Uk,https://maps.google.com/?cid=5330524725372161791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,COLIBRI RESTAURANT & BAR,"426 Coldharbour Ln, London",SW9 8LF,Coldharbour Ln,,+44 7958 955683,,,no_website,no,Restaurant,4.5,37,,ChIJhRy5kZoFdkgRUS1z8xdVL1g,https://maps.google.com/?cid=6354391160600079697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Cafe Rio,"30 Brixton Station Rd, London",SW9 8PE,Brixton Station Rd,,+44 20 8765 0533,,,no_website,no,Cafe,4.4,30,,ChIJYZZ0MWYEdkgRnPbmSc_T7dI,https://maps.google.com/?cid=15199037204696856220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Cantinho Mineiro,"Granville Arcade, Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,,+44 7988 823743,,,no_website,yes,Restaurant,4.7,178,,ChIJHTZz450FdkgRO3tGhl80fCc,https://maps.google.com/?cid=2845206649470614331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Danclair's Kitchen,"67-68, Granville Arcade, Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,https://danclairskitchenbrixton.co.uk/,+44 20 7733 9800,hello@danclairskitchenbrixton.co.uk,,ok,yes,Restaurant,4.8,156,,ChIJpSpJuOkFdkgRTNgWzwAio6s,https://maps.google.com/?cid=12367766388559239244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Express Cafe,"15-17 Market Row, London",SW9 8LB,Market Row,,+44 20 7978 8515,,,no_website,no,Coffee shop,4.5,88,,ChIJAYMKmmgEdkgR8bMfQkwp1UM,https://maps.google.com/?cid=4887858378084168689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,F. Mondays Coffee,"436 Coldharbour Ln, London",SW2 1JG,Coldharbour Ln,http://www.fmondayscoffee.com/,,info@fmondayscoffee.com,,ok,no,Coffee shop,4.6,106,,ChIJYT-R-xcFdkgRrmH0y2OONzg,https://maps.google.com/?cid=4050862949117747630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Four Boroughs - Coldharbour Works,"Four Boroughs, Coldharbour Works, 245a Coldharbour Ln, London",SW9 8RR,Coldharbour Ln,,,,,no_website,no,Coffee shop,4.8,123,,ChIJSXuxcDwFdkgRaE9Zw_fp0NA,https://maps.google.com/?cid=15046783605388431208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Guzzl,"9, Granville Arcade, Coldharbour Ln, London",SW9 8PR,Coldharbour Ln,http://www.guzzl.club/,+44 20 7346 8811,enquiries@guzzl.club,andrew@guzzl.club,ok,no,Deli,5,24,,ChIJGYz8qGgEdkgRyO7G5cCHNN0,https://maps.google.com/?cid=15939514243729518280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,IRENE,"Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,https://www.irenebakery.co.uk/,+44 20 3659 0585,hello@irenebakery.co.uk,,ok,no,Bakery,4.4,61,,ChIJoxr5r4cFdkgRQfcJW9FRavU,https://maps.google.com/?cid=17684036846441068353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,JOHNNIES,"104, Johnnies Cafe, 106 Coldharbour Ln, London",SE5 9PZ,Coldharbour Ln,,+44 20 3354 0270,,,no_website,no,Cafe,4.7,1821,,ChIJCQA6734EdkgRmiV-EgLZM60,https://maps.google.com/?cid=12480557595297195418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Kalandula Brixton,"5 Brixton Station Rd, London",SW9 8PA,Brixton Station Rd,https://kalandulabrixton.co.uk/,+44 20 7733 8274,,,none,no,Restaurant,4.6,22,,ChIJ84-rRqcFdkgRkRB5V53Pn48,https://maps.google.com/?cid=10349218743405056145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,LJ Grind,"204 Coldharbour Ln, London",SW9 8SA,Coldharbour Ln,,+44 20 4597 6750,,,no_website,no,Cafe,5,24,,ChIJCb3vp6UFdkgRC05CgJ_WDj0,https://maps.google.com/?cid=4399689866527526411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,La Nonna (Pasta fresca),"7 Market Row, London",SW9 8LB,Market Row,https://www.lanonnaldn.com/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=br11183-website,+44 20 3589 6645,eduardo@lanonnaldn.com,ciao@lanonnaldn.com,ok,no,Italian restaurant,4.6,419,,ChIJAc87YOUFdkgRMNPyR4LIO6k,https://maps.google.com/?cid=12194560877914149680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,La Taberna Del Sabor,"47 Atlantic Rd, London",SW9 8JL,Atlantic Rd,,,,,no_website,no,Restaurant,3.7,3,,ChIJE0IsMAAFdkgR-Mi1d2U6tkk,https://maps.google.com/?cid=5311497018004588792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Lala Cafe Brixton,"30 Brixton Station Rd, London",SW9 8PE,Brixton Station Rd,,+44 20 8765 0533,,,no_website,no,Cafe,4.7,108,,ChIJ96NMq1oFdkgR1iwCsNI28Vg,https://maps.google.com/?cid=6408964023248891094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,No.61,"The Metropolis, 61 Atlantic Rd, London",SW9 8PU,Atlantic Rd,https://www.instagram.com/no.61brixton/,+44 20 3581 6250,,,none,no,Coffee shop,5,9,,ChIJwXZTXy8FdkgRw9Lqak1DB_0,https://maps.google.com/?cid=18232615616218059459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Nuvola,"4 Market Row, London",SW9 8LD,Market Row,https://nuvolapizza.co.uk/,+44 7928 527509,nuvolapizzauk@gmail.com,,ok,no,Pizza restaurant,4.9,413,,ChIJRaAWY1cFdkgRQG9_VmA13Ow,https://maps.google.com/?cid=17067575375711661888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,OKAN Brixton East,"338 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,http://okanlondon.com/,,info@okanlondon.com,,ok,no,Japanese restaurant,4.5,604,,ChIJ5U5qeGUEdkgR0IzkMt4IPEc,https://maps.google.com/?cid=5132987425725123792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,OKAN Brixton Village,"39, Brixton Village, Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,https://okanlondon.com/,+44 20 7326 1180,info@okanlondon.com,,ok,no,Japanese restaurant,4.5,1245,,ChIJS1f5qmgEdkgRuHWqMQ13CfA,https://maps.google.com/?cid=17296486742444635576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,PARISSI,"76 Atlantic Rd, London",SW9 8PX,Atlantic Rd,https://www.parissi.co.uk/,+44 20 7924 9022,info@parissi.co.uk,,ok,no,Cafe,4.6,481,,ChIJn3ZmNG8EdkgRPZBvrtj9iZI,https://maps.google.com/?cid=10559249908428148797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Pizzarova - Pop Brixton,"Pop Brixton, 49 Brixton Station Rd, London",SW9 8PQ,Brixton Station Rd,https://www.pizzarova.com/locations/brixton/,+44 20 3778 2448,gloucesterroad@pizzarova.com,parkstreet@pizzarova.com,ok,no,Pizza restaurant,4.9,67,,ChIJnetLc24FdkgRWOEAB2gWahk,https://maps.google.com/?cid=1831300834529435992&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Rock Steady Eddie's London,"2a Coldharbour Ln, London",SE5 9PR,Coldharbour Ln,,+44 20 7326 0621,,,no_website,no,Cafe,4.5,265,,ChIJK2K-DoADdkgROUtaUtA_Fgk,https://maps.google.com/?cid=654780959796382521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Sarava Creperie Bar & Cafe,"41-42, Market, Brixton Village, Coldharbour Ln, London",SW9 8PS,Coldharbour Ln,https://www.instagram.com/saravabrixton/,+44 7909 485431,,,none,no,Dessert shop,4.7,852,,ChIJJfRNomgEdkgRyBeLhezr9Ak,https://maps.google.com/?cid=717457641744046024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Sendero Specialty Coffee Brixton,"1 Atlantic Rd, London",SW9 8HX,Atlantic Rd,http://www.sendero-coffee.com/,,,,none,no,Coffee shop,4.4,147,,ChIJdRyTKQ0FdkgRQkgiNJ1n388,https://maps.google.com/?cid=14978804810539747394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Spice & Nice Bakery,"8A Coldharbour Ln, London",SE5 9PR,Coldharbour Ln,,+44 20 7733 2283,,,no_website,no,Bakery,3.4,142,,ChIJGYo2CoADdkgRPNbbSBmMB-M,https://maps.google.com/?cid=16359198211671053884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,The Bread Of Life,"19 Coldharbour Ln, London",SE5 9NR,Coldharbour Ln,http://thebreadoflife.co.uk/,+44 20 7274 9632,syl_bolb@hotmail.co.uk,,ok,no,Restaurant,4.6,237,,ChIJn91af4ADdkgRLN1zh0VtAig,https://maps.google.com/?cid=2882986856863227180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,The Travel Caffé,"228 Coldharbour Ln, London",SW9 8SD,Coldharbour Ln,http://www.thetravelcaffe.uk/,+44 7932 027488,,,none,no,Coffee shop,4.5,30,,ChIJ-9VzxRkFdkgR73zxMJYBB2E,https://maps.google.com/?cid=6991558691093839087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Viv’s Coffee,"198 Coldharbour Ln, London",SE5 9QH,Coldharbour Ln,,,,,no_website,no,Coffee shop,4.8,196,,ChIJD1U3GgAFdkgRUBYUsb4Svqs,https://maps.google.com/?cid=12375349436284671568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,end_of_day_food,end_of_day_food,Whole Beast,"336 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,https://www.wholebeast.co.uk/,+44 7852 401870,pleasedtomeatyou@wholebeast.co.uk,,ok,no,Restaurant,4.9,79,,ChIJ-_EH5IAFdkgRYGgf3Wr0rXw,https://maps.google.com/?cid=8984105571487541344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,curated_object,flowers,Birksen,"40 Old Town, London",SW4 0LB,Old Town,http://birksen.com/,+44 20 7622 6466,hello@birksen.com,,ok,no,Florist,4.9,76,,ChIJScg6P60FdkgRJ3OstiLwZrU,https://maps.google.com/?cid=13071399000373752615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,curated_object,books,ChocoLit,"14 Old Town, London",SW4 0JY,Old Town,http://www.chocolit.co.uk/,,chocolitsw4@gmail.com,,ok,no,Book store,4.9,17,,ChIJT-aLK68FdkgR2lYolnYe6Dk,https://maps.google.com/?cid=4172618549432964826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,curated_object,books,Clapham Books,"26 The Pavement, London",SW4 0JA,The Pavement,http://www.claphambooks.com/,+44 20 7627 2797,shop@claphambooks.com,shop@hernehillbooks.com,ok,no,Book store,4.8,85,,ChIJkT9wA1IEdkgRElrn9RpkPng,https://maps.google.com/?cid=8664472800064920082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,curated_object,fashion,Oliver Bonas,"23 The Pavement, London",SW4 0JA,The Pavement,https://www.oliverbonas.com/clapham?utm_source=google&utm_medium=organic&utm_campaign=LPM-London-23_The_Pavement,+44 20 7720 8272,melhardt.monika@gmail.com,curtisbenjamin@aol.com,chain_hq,no,Clothing store,4.5,71,,ChIJO9FVVk0EdkgRqTdBHKNCcig,https://maps.google.com/?cid=2914465177183270825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,curated_object,charity,Wandsworth Oasis,"45 Old Town, London",SW4 0JL,Old Town,https://www.wandsworthoasis.org.uk/,+44 20 3489 1019,info@wandsworthoasis.org.uk,office@wandsworthoasis.org.uk,ok,yes,Thrift store,4.9,20,,ChIJ2Y96M60FdkgR5-chC6olR7s,https://maps.google.com/?cid=13494796220700420071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Anesis Spa,"14 The Pavement, London",SW4 0HY,The Pavement,,,,,no_website,no,Spa,,,,ChIJjbfwYE0EdkgRnt88w9kXNg4,https://maps.google.com/?cid=1024032189324255134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Brazilian Soul Beauty - BSB,"36 Bromell's Rd, Old Town, London",SW4 0BN,Old Town,http://www.braziliansoulbeauty.co.uk/,+44 20 4629 1473,info@braziliansoulbeauty.co.uk,hello@braziliansoulbeauty.co.uk,ok,yes,Beauty salon,4.9,717,,ChIJK8FVwFkEdkgRMTCOuNJSfdw,https://maps.google.com/?cid=15887946125425913905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Hurly Burly,"13 The Pavement, London",SW4 0HY,The Pavement,http://hurlyburly.co.uk/,+44 20 7720 3666,witcheshut@gmail.com,witcheshut2@gmail.com,ok,no,Hair salon,4.7,280,,ChIJya_EXE0EdkgRhrXmcbrcgpo,https://maps.google.com/?cid=11133703922146260358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,IMAGES London,"7 The Pavement, London",SW4 0HY,The Pavement,http://images-beauty.co.uk/,+44 20 7622 8711,kc@images-beauty.co.uk,,ok,yes,Beauty salon,4.5,312,,ChIJAwTPZU0EdkgR9btBbdRt4G4,https://maps.google.com/?cid=7989506498088778741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Old Town Traditional Barbers,"Sycamore, 8 Old Town, London",SW4 0JY,Old Town,http://oldtowntraditionalbarbers.com/,+44 7940 170425,,,none,no,Barber shop,4.7,98,,ChIJtexwHwUFdkgRqAaCdK7KPdI,https://maps.google.com/?cid=15149487572172015272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Sugar Cane Salon,"5 Old Town, London",SW4 0JT,Old Town,http://www.sugarcanesalon.com/,+44 20 7978 1910,contact@sugarcanesalon.com,,ok,no,Beauty salon,4.8,187,,ChIJFWJc7FQDdkgROgV0Y9w0EKw,https://maps.google.com/?cid=12398467895316972858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,empty_chair,empty_chair,Tribe Clapham,"11 The Pavement, London",SW4 0HY,The Pavement,http://www.tribesalons.co.uk/,+44 20 7498 7771,chislehurst@tribesalons.co.uk,,ok,no,Hair salon,4.8,274,,ChIJGY1QXU0EdkgRvUvgW376AVQ,https://maps.google.com/?cid=6053394794776906685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
