street,street_key,already_contacted,is_chain,has_website,enrich,kind,name,type,category,address,postcode,phone,website,rating,reviews,placeId,googleMapsUri,lat,lng,borough,email
Norwood Road,norwood_road,no,no,yes,yes,shop,Sage & Poppy,Coffee shop,Food & Drink,"Redpath House, 353 Norwood Rd, London",SE27 9BQ,+44 7784 552082,https://www.sageandpoppy.com/,4.7,98,ChIJyU2o8RYFdkgR9cCZ_wu-T6s,https://maps.google.com/?cid=12344294062388003061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4403388,-0.1058679,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Mobile2buy,Services,Tech & Gadgets,"354 Norwood Rd, London",SE27 9AA,+44 7864 545678,,4.3,33,ChIJpQ5oOQMEdkgR-RrQHf_KNs8,https://maps.google.com/?cid=14931344811659107065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4345472,-0.10392549999999999,Lambeth,
Norwood Road,norwood_road,yes,no,yes,no,shop,MoreYoga Tulse Hill,Yoga studio,Services & Experiences,"Redpath House, 357 Norwood Rd, London",SE27 9BQ,+44 808 175 0238,https://www.moreyoga.co.uk/yoga-london/tulse-hill-studio?utm_medium=organic&utm_source=google_maps&utm_campaign=maps&utm_content=maps,4.8,92,ChIJQd-OthoEdkgR_JF33UFsUOE,https://maps.google.com/?cid=16235595686814913020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.440289,-0.105941,Lambeth,
Norwood Road,norwood_road,no,no,yes,no,not_a_shop,Wearabouts Norwood School Uniform,Clothing store,Fashion & Apparel,"358 Norwood Rd, London",SE27 9AA,+44 20 8244 7887,https://wearaboutsonline.com/,4.6,201,ChIJbSWaPQMEdkgReYep0g6xKqI,https://maps.google.com/?cid=11685346860388157305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4343923,-0.103946,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Restaurante Castelo,Portuguese restaurant,Food & Drink,"369 Norwood Rd, London",SE27 9BQ,+44 20 8671 8527,,4.4,548,ChIJ-bmkyBoEdkgRh8NVVlvKUrM,https://maps.google.com/?cid=12921612774518670215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4398236,-0.1060675,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Floral Hall,Florist,Home & Living,"370-372 Norwood Rd, London",SE27 9AA,+44 20 8670 3200,http://www.floralhall.co.uk/,4.8,173,ChIJ_3ilGAMEdkgRvD_M-P89q4I,https://maps.google.com/?cid=9415687615548243900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4339109,-0.1038694,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Heera Internet,Internet cafe,Tech & Gadgets,"371 Norwood Rd, London",SE27 9BQ,+44 20 8678 7309,,4.6,133,ChIJpXt3yhoEdkgR2bPsWengQiA,https://maps.google.com/?cid=2324667650517283801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.439759699999996,-0.105963,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Diamonds,Hair salon,Beauty & Wellness,"375 Norwood Rd, London",SE27 9BQ,+44 20 8674 4814,,3.7,6,ChIJCbdvzxoEdkgR3y3B5LNFNlc,https://maps.google.com/?cid=6284286968981433823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.439661,-0.10606489999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Hair By Giovanni Gulizia,Hair salon,Beauty & Wellness,"375 Norwood Rd, London",SE27 9BQ,+44 7930 005241,https://widget.treatwell.co.uk/place/100038842/menu/,5,18,ChIJlz6OuOoFdkgRZbK0k6GuHGY,https://maps.google.com/?cid=7357947900207608421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4396899,-0.1060772,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Hair mission,Hair salon,Beauty & Wellness,"375 Norwood Rd, London",SE27 9BQ,+44 7958 296946,,4.1,9,ChIJR34NG8YFdkgREcy_038Z0F0,https://maps.google.com/?cid=6759931077487217681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4396419,-0.1060728,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Sorrento Pizzeria Ristorante,Restaurant,Food & Drink,"376 Norwood Rd, London",SE27 9AA,+44 20 8670 3938,http://sorrento-norwood.com/,4.8,68,ChIJiyKgwJQFdkgRug4jInxKNmI,https://maps.google.com/?cid=7076925761468436154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433837000000004,-0.10384,Lambeth,
Norwood Road,norwood_road,yes,no,no,no,shop,The Eagles Barbershop,Barber shop,Beauty & Wellness,"377 Norwood Rd, London",SE27 9BQ,+44 20 8617 3131,,4.7,150,ChIJ36akOiwFdkgRmAF-x16vGGY,https://maps.google.com/?cid=7356822812918415768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4395998,-0.1060646,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Portucale,Cafe,Food & Drink,"380 Norwood Rd, London",SE27 9AA,+44 20 3621 0451,,4.6,33,ChIJPQ_pDRYFdkgRhsle_DukzVE,https://maps.google.com/?cid=5894548064841943430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4336505,-0.1038427,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,BUTTER UP Coffee,Coffee shop,Food & Drink,"381-383 Norwood Rd, London",SE27 9BQ,,http://www.butterupcoffee.com/,4.9,154,ChIJLfUdBYMFdkgRa4orQBlTmc0,https://maps.google.com/?cid=14814963817127840363&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.439483499999994,-0.1060362,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Emmy's at Salon 382,Hair salon,Beauty & Wellness,"382 Norwood Rd, London",SE27 9AA,+44 20 8670 9754,,4.6,18,ChIJeebYGAMEdkgRMNrkbsq2F_g,https://maps.google.com/?cid=17876958226430614064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433617,-0.103887,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,O Girasol,Cafe,Food & Drink,"382 Norwood Rd, London",SE27 9AA,,,4.6,164,ChIJgYTBHwMEdkgRIMTs6YH3f-I,https://maps.google.com/?cid=16321035711961416736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433651499999996,-0.10382609999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Tulse Hill Cafe Restaurant,Cafe,Food & Drink,"385 Norwood Rd, London",SE27 9BQ,+44 20 8671 4784,,4.3,159,ChIJ38jhuRoEdkgRXVN5Mp18wGw,https://maps.google.com/?cid=7836400366223184733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.439400299999996,-0.10604279999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Tressesbyiconicbeauty,Hair salon,Beauty & Wellness,"386 Norwood Rd, London",SE27 9AA,+44 20 3652 7694,,4.4,57,ChIJsXU-4AIEdkgRE5A15kUUA2w,https://maps.google.com/?cid=7783086871473917971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433464099999995,-0.1039296,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Buondi caffè,Coffee shop,Food & Drink,"387 Norwood Rd, London",SE27 9BQ,,,,,ChIJrex2ZAAFdkgRu6smuf6acPk,https://maps.google.com/?cid=17974036531654339515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4393487,-0.1058638,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Blackbird Bakery West Norwood,Bakery,Food & Drink,"388 Norwood Rd, London",SE27 9AA,+44 20 8670 5874,http://www.blackbirdbakerylondon.co.uk/,4,192,ChIJFbBkKKgGdkgRGtcY98v9lyc,https://maps.google.com/?cid=2853027941428287258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433414899999995,-0.1038355,Lambeth,
Norwood Road,norwood_road,yes,no,yes,no,shop,Cosy Hair Salon,Hair salon,Beauty & Wellness,"389 Norwood Rd, London",SE27 9BQ,+44 20 8674 0555,https://cosyhairsalon.co.uk/,4.8,122,ChIJUeg7tBoEdkgRMXpkJHkv7d0,https://maps.google.com/?cid=15991490049210612273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.439312699999995,-0.10595869999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Ouch London,Clothing store,Fashion & Apparel,"391 Norwood Rd, London",SE27 9BQ,,,,,ChIJmVA1KRsEdkgRL7LuHuVDMuY,https://maps.google.com/?cid=16587395028904489519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4392876,-0.10598099999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Art Install London - Picture Hanging & Art Installation,Services,Art & Culture,"443 Norwood Rd, London",SE27 9DQ,+44 7740 211169,https://artinstalllondon.com/,5,82,ChIJ6Tj-kTYFdkgR3J1oxzpwfOo,https://maps.google.com/?cid=16896503299743194588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.437323,-0.1047955,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Bratzzbeaute,Beauty salon,Beauty & Wellness,"443 Norwood Rd, London",SE27 9DQ,+44 7562 516702,https://bratzzbeautee.as.me/,,,ChIJF7flInYFdkgReexXELjXQnI,https://maps.google.com/?cid=8233380254334839929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4373228,-0.1047949,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Techmart.co,Electronics store,Tech & Gadgets,"443 Norwood Rd, London",SE27 9DQ,,https://technamart.co.uk/,,,ChIJwWbsXXYFdkgRwPLdrGnbCMk,https://maps.google.com/?cid=14486069448355476160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.437311199999996,-0.1047693,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,ODAK Printing & Computing,Services,Tech & Gadgets,"457 Norwood Rd, London",SE27 9DQ,+44 20 8761 2226,http://www.odak.co.uk/,3.5,55,ChIJ4RvvrwQEdkgRBpr5NUx4T4o,https://maps.google.com/?cid=9966316769112594950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436743899999996,-0.1046642,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,David Anthony's Unisex Hairdressers,Hair salon,Beauty & Wellness,"459 Norwood Rd, London",SE27 9DQ,+44 20 8670 0630,https://david-anthonys-unisex-hairdressers.ueniweb.com/?utm_campaign=gmb,5,2,ChIJeQmougQEdkgRo_lfrqAWVkE,https://maps.google.com/?cid=4707975339838536099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436704399999996,-0.1046365,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Monsoon Thai Massage & Spa,Massage service,Beauty & Wellness,"459 Norwood Rd, London",SE27 9DQ,+44 7448 657125,http://monsoontherapy.com/,4.9,259,ChIJsR1utvYFdkgR70cymeBP0NU,https://maps.google.com/?cid=15406902151295944687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436743799999995,-0.10466249999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Thai Duck Deli,Restaurant,Food & Drink,"461 Norwood Rd, London",SE27 9DQ,+44 20 8761 4314,https://m.facebook.com/thaiduckdeli/,4.9,254,ChIJZ7V_pQQEdkgRQNk_Ps3ULNQ,https://maps.google.com/?cid=15288828812993747264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4366973,-0.10463750000000001,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Florentine Bakery,Bakery,Food & Drink,"463 Norwood Rd, London",SE27 9DJ,+44 20 8676 4906,http://www.florentine-bakery.co.uk/,4.7,334,ChIJkZJZRWIFdkgRMGp8qaqY5s0,https://maps.google.com/?cid=14836713881174043184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436389299999995,-0.10445829999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Sweet Portugal,Coffee shop,Food & Drink,"469 Norwood Rd, London",SE27 9DJ,+44 20 8761 4189,https://www.facebook.com/SweetPortugal20/,4.6,130,ChIJJX5TpwQEdkgRngAbh_BS90k,https://maps.google.com/?cid=5329819877028593822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436287199999995,-0.10433289999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Thai Silk Massage,Massage service,Beauty & Wellness,"477 Norwood Rd, London",SE27 9DJ,+44 7455 610358,http://www.thaisilkmassage.com/,4.8,289,ChIJjwsLXwMEdkgRC0Ti_mWubmY,https://maps.google.com/?cid=7381028592397992971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4360709,-0.1041222,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Hollywood Star Nails,Nail salon,Beauty & Wellness,"481 Norwood Rd, London",SE27 9DJ,+44 20 8761 5738,http://hollywoodstarnailswestnorwood.co.uk/,4.5,429,ChIJmbDDXgMEdkgRdYoMR1Ybl28,https://maps.google.com/?cid=8040925717066451573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.435961000000006,-0.104176,Lambeth,
Norwood Road,norwood_road,no,yes,yes,yes,shop,CakeBox Norwood,Cake shop,Food & Drink,"483 Norwood Rd, London",SE27 9DJ,+44 20 8761 7284,http://www.cakebox.com/,4.8,176,ChIJZSPdut4FdkgRdsGfZkEwLTI,https://maps.google.com/?cid=3615599133301129590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4359262,-0.10404809999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Bon Velo West Norwood,Bicycle store,Fashion & Apparel,"495 Norwood Rd, London",SE27 9DJ,+44 20 8766 9001,https://bonvelo.co.uk/,4.6,135,ChIJAcdGXgMEdkgRpxrxh6UvHro,https://maps.google.com/?cid=13411209128352750247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4356187,-0.10389369999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Gold Stores Ltd,Services,Fashion & Apparel,"503 Norwood Rd, London",SE27 9DL,+44 20 8761 5696,,4.8,13,ChIJQSCYPwMEdkgR6ztaYhVchl0,https://maps.google.com/?cid=6739175139320675307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.435259699999996,-0.1038529,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,"House Of Cards London - best Balloons, Gifts & Greeting cards shop in London",Gift shop,Home & Living,"507 Norwood Rd, London",SE27 9DL,+44 20 7998 3726,http://www.houseofcardslondon.com/,4.6,43,ChIJ5Q4aagMEdkgRJlbui7ZOZr8,https://maps.google.com/?cid=13791797454807389734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.435157499999995,-0.1037133,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Jolie Nails & Spa,Nail salon,Beauty & Wellness,"515 Norwood Rd, London",SE27 9DL,+44 20 8670 0235,http://www.jolienailspa.co.uk/,4.5,346,ChIJawKbkWQFdkgR7-kgsljErqM,https://maps.google.com/?cid=11794580359354575343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4349831,-0.1037241,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Buywise Pet Supplies,Pet store,Kids & Family,"517 Norwood Rd, London",SE27 9DL,+44 20 8670 9697,https://www.buywisepetsupplies.co.uk/,4.7,83,ChIJjZm-agMEdkgRoBfTcFg7x24,https://maps.google.com/?cid=7982414115573536672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.434951999999996,-0.103712,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Brazil Cafe,Brazilian restaurant,Food & Drink,"519 Norwood Rd, London",SE27 9DL,+44 20 4618 3591,,4.4,114,ChIJdc-h_BwHdkgR-4Z-_JPhj0Y,https://maps.google.com/?cid=5084530530037171963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4348958,-0.1037046,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Four Hundred Rabbits: Pizza Restaurant West Norwood,Pizza restaurant,Food & Drink,"521 Norwood Rd, London",SE27 9DL,+44 20 8761 0872,https://www.400rabbits.co.uk/westnorwood,4.4,270,ChIJN6pVHscFdkgRuwwmIUygJ_A,https://maps.google.com/?cid=17304976342028520635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4348293,-0.1037121,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Norwood Discounts,Discount store,Fashion & Apparel,"523 Norwood Rd, London",SE27 9DL,+44 20 8766 8560,https://debbiekhan.wixsite.com/norwooddiscounts,4.9,11,ChIJ7WYTFQMEdkgR70KChe8Z5EM,https://maps.google.com/?cid=4892063611758985967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4347606,-0.1037706,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Sole Luna,Italian restaurant,Food & Drink,"529 Norwood Rd, London",SE27 9DL,+44 20 7018 5432,,4.8,446,ChIJSdnT8JQFdkgRoKdouTKisqk,https://maps.google.com/?cid=12228014277007026080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4346244,-0.103574,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Lyca Mobile,Cell phone store,Tech & Gadgets,"533 Norwood Rd, London",SE27 9DL,,,5,1,ChIJjR2hFgMEdkgRFD2S2_bh9m8,https://maps.google.com/?cid=8067884232842820884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4345114,-0.1036269,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Ace Plaice,Fish & chips restaurant,Food & Drink,"545 Norwood Rd, London",SE27 9DL,+44 20 8670 1515,,4.5,743,ChIJpZb0GQMEdkgRFWHFMMmZMyg,https://maps.google.com/?cid=2896828074715078933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4340591,-0.1035794,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,London Decorators Merchants,Building materials store,Home & Living,"547-549 Norwood Rd, London",SE27 9DL,+44 20 8655 9595,http://www.ldmdirect.co.uk/,4.7,154,ChIJ8ep_GQMEdkgRizRnC4VOUO8,https://maps.google.com/?cid=17244369306530559115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4339924,-0.10354129999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Nutshell Natural Paints,Building materials store,Home & Living,"547-549 Norwood Rd, London",SE27 9DL,+44 1392 823760,,5,4,ChIJz2_xzqKmbUgRCZEmyfqrfDk,https://maps.google.com/?cid=4142374850878935305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4340547,-0.10330729999999999,Lambeth,
Norwood Road,norwood_road,no,no,no,no,shop,Tipz 24,Nail salon,Beauty & Wellness,"551 Norwood Rd, Norwood W, London",SE27 9DL,,,,,ChIJMbK5g58FdkgRtvjZ9Uj9u4Y,https://maps.google.com/?cid=9708631911531411638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433913399999994,-0.1032453,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,South London Makerspace (SLMS),coworking_space,Art & Culture,"Arch 1129, 41 Norwood Road, Bath Factory Estate, London",SE24 9AJ,,https://southlondonmakerspace.org/,4.8,92,ChIJLdzKlwwEdkgRXD1BaEX9fB0,https://maps.google.com/?cid=2124851598755708252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.451574799999996,-0.1009979,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,THE DnA FACTORY [MRSS],point_of_interest,Art & Culture,"Unit 1146, 41 Norwood Rd, London",SE24 9AJ,+44 20 8671 7205,https://thednafactory.com/,5,4,ChIJl0KPmAwEdkgRHoTJIHttW3o,https://maps.google.com/?cid=8816761071106360350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.451507199999995,-0.10074169999999999,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,Dita Rosted Events - London Event & Wedding Design Studio + Event Bars,Services,Services & Experiences,"Norwood Rd, London",SE27 9DQ,,http://www.ditarosted.co.uk/,5,21,ChIJZeNWuI8FdkgR-2RDeSsniQ4,https://maps.google.com/?cid=1047411456011887867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4373599,-0.1047394,Lambeth,
Norwood Road,norwood_road,no,no,yes,yes,shop,MamiYaba Beauty Studio — Tulse Hill,Beauty salon,Beauty & Wellness,"Norwood Rd, London",SE24 9BF,+44 7908 558760,https://www.treatwell.co.uk/place/mamiyaba-beauty-studio/,5,8,ChIJ3RcEQOAFdkgRn_3ILy2gkxw,https://maps.google.com/?cid=2059165570574122399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.444712,-0.10514659999999999,Lambeth,
Streatham High Road,streatham_high_road,no,no,yes,yes,shop,Beard & Barnet Barber Shop,Barber shop,Services & Experiences,"1, Central Parade, 254 Streatham High Rd, London",SW16 1HT,+44 20 7282 6291,https://ariamirzadah.wixsite.com/beardbarnetbarbers-2,4.8,419,ChIJA0h4rDYHdkgRXgCOYTosqm8,https://maps.google.com/?cid=8046292313507233886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4301147,-0.1302472,Lambeth,
Streatham High Road,streatham_high_road,yes,no,yes,no,shop,Blissful Nail Studio,Nail salon,Beauty & Wellness,"1, Leigham Hall Parade, Streatham High Rd, London",SW16 1DR,+44 20 3732 9350,https://blissfulnailstudio.mytreatwell.co.uk/,4.7,256,ChIJ-4-vQgYFdkgR0Zh_qnHrIGE,https://maps.google.com/?cid=6998852694358071505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4360236,-0.12775319999999998,Lambeth,
Streatham High Road,streatham_high_road,no,no,yes,yes,shop,"Coooys Studios, 38 Empire Mews, Streatham London SW16 2BF",Services,Services & Experiences,"Coooys, 1 Empire Mews, Streatham High Rd, London",SW16 2BF,+44 20 3905 1817,https://www.coooys.co.uk/,,,ChIJLZZwjicHdkgR9GCPpUiPaCw,https://maps.google.com/?cid=3199965077424791796&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.426989600000006,-0.1304002,Lambeth,
Streatham High Road,streatham_high_road,yes,no,yes,no,shop,Valentina Frota Hair,Hair salon,Beauty & Wellness,"Flat 1, 312 Streatham High Rd, London",SW16 6HG,+44 7848 140608,http://valentinafrotahair.mytreatwell.co.uk/,5,17,ChIJKTyrG-IHdkgRjGvYD5zx_bk,https://maps.google.com/?cid=13402133718707497868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.427548699999996,-0.1313972,Lambeth,
Streatham High Road,streatham_high_road,no,yes,yes,yes,shop,Peacocks,Clothing store,Fashion & Apparel,"Units 2 & 3, The Barn Cross Hayes, 210/224 Streatham High Rd, London",SW16 1BB,+44 20 8677 8684,http://www.peacocks.co.uk/,4.1,59,ChIJu0FqHCgEdkgRPYS9Fd8BzII,https://maps.google.com/?cid=9424910177833681981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.431205999999996,-0.12960439999999998,Lambeth,
Streatham High Road,streatham_high_road,no,no,no,no,shop,Stan's Barber London,Barber shop,Services & Experiences,"2-3, Streatham High Rd, London",SW16 6EW,+44 20 3759 5021,,4.6,17,ChIJgeIYZYMGdkgRg7DSsQYfHM4,https://maps.google.com/?cid=14851779784774692995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.426154,-0.130853,Lambeth,
