priority,track,email_variant,score,borough,name,type,category,address,postcode,district,phone,website,rating,reviews,placeId,googleMapsUri,why,email
B,specialty_food,commercial,35,Lambeth,Blackbird Bakery Balham,Bakery,Food & Drink,"12 Hildreth St, London",SW12 9RQ,SW12,+44 20 8772 0097,http://www.blackbirdbakerylondon.co.uk/,4.1,157,ChIJdY00cs8FdkgRhrsjD-ftWh0,https://maps.google.com/?cid=2115264551651097478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Blackbird Bakery Herne Hill,Bakery,Food & Drink,"230 Railton Rd, London",SE24 0JT,SE24,+44 20 7095 8800,http://www.blackbirdbakerylondon.co.uk/,3.8,361,ChIJLY9E3nIEdkgRraPhyUlJPsc,https://maps.google.com/?cid=14356993243372168109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Blackbird Bakery Streatham,Bakery,Food & Drink,"10, Astoria Parade, London",SW16 1PR,SW16,+44 20 8696 9000,http://www.blackbirdbakerylondon.co.uk/,4.1,513,ChIJkXYY3ycEdkgRhOlew-MGqmU,https://maps.google.com/?cid=7325675319176653188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Blackbird Bakery West Norwood,Bakery,Food & Drink,"388 Norwood Rd, London",SE27 9AA,SE27,+44 20 8670 5874,http://www.blackbirdbakerylondon.co.uk/,4,192,ChIJFbBkKKgGdkgRGtcY98v9lyc,https://maps.google.com/?cid=2853027941428287258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Buddy's Bakery,Bakery,Food & Drink,"M Moen & Sons, 25 The Pavement, London",SW4 0JA,SW4,+44 7872 317846,https://www.instagram.com/buddys_deli_bakery?igsh=NHRvOHVlandkY2Mz,4.5,94,ChIJQ9WYHUEFdkgRn5t282QYqQ4,https://maps.google.com/?cid=1056402409455524767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Abbeville Road,Bakery,Food & Drink,"71 Abbeville Rd, London",SW4 9JW,SW4,+44 20 4546 8100,https://gails.com/pages/abbeville-road,4,375,ChIJaUIoJEsEdkgRwpboDEjaKCE,https://maps.google.com/?cid=2389399605309118146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Balham,Bakery,Food & Drink,"1, Station Parade, 1 Balham High Rd, London",SW12 9AZ,SW12,+44 20 4546 8102,https://gails.com/pages/balham,4.1,425,ChIJkxypJWoFdkgRrke_DVAj1LA,https://maps.google.com/?cid=12741848072472971182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Bermondsey Street,Bakery,Food & Drink,"Unit B2, 194 -204 Bermondsey St, London",SE1 3UW,SE1,+44 20 4546 8108,https://gails.com/pages/bermondsey,4,157,ChIJzfLhprEDdkgRtcfG9t-s3yQ,https://maps.google.com/?cid=2657032383089788853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Blackfriars,Bakery,Food & Drink,"3 Blackfriars Rd, London",SE1 9JU,SE1,+44 7467 715265,https://gails.com/pages/blackfriars,4.2,225,ChIJNaMI0hEFdkgRIu7CqYZym30,https://maps.google.com/?cid=9050953798830452258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Clapham Old Town,Bakery,Food & Drink,"10-12 Old Town, London",SW4 0JY,SW4,+44 20 4546 8137,https://gails.com/pages/clapham-old-town,4.1,409,ChIJScceJq0FdkgRgfXhpuFFj8E,https://maps.google.com/?cid=13947443406459499905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Dulwich Village,Bakery,Food & Drink,"91 Dulwich Village, London",SE21 7BJ,SE21,+44 20 8693 1787,https://gails.com/pages/dulwich-village,3.9,806,ChIJKdvvq_MDdkgREvQwRc1-s4I,https://maps.google.com/?cid=9418010665856070674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Herne Hill,Bakery,Food & Drink,"214-216 Railton Rd, London",SE24 0JT,SE24,+44 20 3848 9716,https://gailsbread.co.uk/bakeries/herne-hill/,3.6,158,ChIJSZfqN_UFdkgRNz00tMa0JX8,https://maps.google.com/?cid=9161927782474988855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Kennington,Bakery,Food & Drink,"18 Kennington Rd, London",SE1 7BL,SE1,+44 20 3848 8165,https://gails.com/pages/kennington,4,192,ChIJwZEeVGMFdkgRqVEsu4uAN_o,https://maps.google.com/?cid=18030020970830123433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Neo Bankside,Bakery,Food & Drink,"Unit C, Block C NEO Bankside, 70 Holland St, London",SE1 9NX,SE1,+44 20 4546 8134,https://gails.com/pages/neo-bankside,4.1,787,ChIJ8z9yJq8EdkgRXOeE9L0O2S4,https://maps.google.com/?cid=3375745604704855900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery South Lambeth,Bakery,Food & Drink,"BT Keybridge House, 84 S Lambeth Rd, London",SW8 1RH,SW8,+44 20 7622 6867,https://gails.com/pages/south-lambeth,4.1,287,ChIJ-0YXFOAFdkgRUMQIK4RoqLA,https://maps.google.com/?cid=12729539263629673552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery Southbank,Bakery,Food & Drink,"28 York Rd, London",SE1 7ND,SE1,+44 20 4546 8200,https://gails.com/pages/southbank,4.1,1416,ChIJ70k_o_EFdkgRtjFygW-1k-w,https://maps.google.com/?cid=17047168505045201334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,GAIL's Bakery The Cut,Bakery,Food & Drink,"73 The Cut, London",SE1 8LL,SE1,+44 20 4546 8154,https://gails.com/pages/the-cut,4.2,249,ChIJW_b_SmUFdkgRXdN_nSU2iiI,https://maps.google.com/?cid=2488861279259710301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,IRENE,Bakery,Food & Drink,"Coldharbour Ln, London",SW9 8PS,SW9,+44 20 3659 0585,https://www.irenebakery.co.uk/,4.4,61,ChIJoxr5r4cFdkgRQfcJW9FRavU,https://maps.google.com/?cid=17684036846441068353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Lola's Cupcakes London Bridge,Bakery,Food & Drink,"Retail Trading Cart 1, London Bridge Underground Station, London",SE1 3QX,SE1,+44 20 3991 0192,http://www.lolascupcakes.co.uk/,4.3,94,ChIJL96i2lADdkgRiwZeQXKpVCU,https://maps.google.com/?cid=2689961185635075723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,M.Moen & Sons,Butcher shop,Fashion & Apparel,"24 The Pavement, London",SW4 0JA,SW4,+44 20 7622 1626,http://moen.co.uk/,4.2,212,ChIJ-fU8Vk0EdkgRivuciVRHV0I,https://maps.google.com/?cid=4780367957888662410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Butcher shop),
B,specialty_food,commercial,35,Lambeth,Madeira Patisserie,Bakery,Food & Drink,"Railway Arch, 83 Goding St, London",SE11 5AW,SE11,+44 20 7820 1117,https://madeiralondon.co.uk/,4.3,83,ChIJ5UF0POwEdkgR_I1m444i2bQ,https://maps.google.com/?cid=13031484993869090300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Paul Bankside,Bakery,Food & Drink,"Unit 4, 16 Sumner St, London",SE1 9JZ,SE1,+44 20 3978 5502,https://www.paul-uk.com/,4,361,ChIJxYby26gEdkgRWl624Fm9Bgw,https://maps.google.com/?cid=866588172035186266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Platinum Bakery,Bakery,Food & Drink,"330 Norwood Rd, London",SE27 9AF,SE27,+44 20 8670 7722,http://www.platinumbakery.co.uk/,4.5,78,ChIJy-BlQQMEdkgRq_zLf45H17I,https://maps.google.com/?cid=12886847536098966699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,St. JOHN Bakery,Bakery,Food & Drink,"72 Druid St, London",SE1 2HQ,SE1,+44 20 7237 5999,https://stjohnrestaurant.com/pages/bakery,4.1,205,ChIJm3-SykYDdkgR0zKp9TrIZH4,https://maps.google.com/?cid=9107624502005150419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,The Cinnamon Tree Bakery Borough Market,Bakery,Food & Drink,"Borough Market Green Market Green Dragon Court, Bedale St, London",SE1 9AL,SE1,+44 7956 654756,https://www.thecinnamontreebakery.co.uk/,4.5,119,ChIJiRUwdFcDdkgRrNhedRhBYRU,https://maps.google.com/?cid=1540584120841590956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,35,Lambeth,Thompson Deli & Baker,Deli,Food & Drink,"Stonehills Mansions, 2 Streatham High Rd, London",SW16 1DB,SW16,,http://www.thompsondeliandbaker.co.uk/,4,209,ChIJM8-ZvSUEdkgRBs6qOr86SHA,https://maps.google.com/?cid=8090781323568532998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,flowers,commercial,34,Lambeth,Carly Rogers Flowers,Florist,Home & Living,"The Arch, Comber house, 319 Blucher Rd, London",SE5 0LH,SE5,+44 20 8251 9417,https://www.carlyrogersflowers.co.uk/,4.5,2,ChIJ5RyoloEEdkgRHOHV3FQP4qg,https://maps.google.com/?cid=12169306000265175324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,34,Lambeth,Flowers at Tomorrow's People,Florist,Home & Living,"Cornwall Court, 299 Kennington Rd, London",SE11 4QE,SE11,+44 7500 924551,https://flowersattomorrowspeople.co.uk/,4.4,5,ChIJrWMFAJQEdkgRa7BFCYyiZV4,https://maps.google.com/?cid=6802021534547685483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,books,commercial,34,Lambeth,SCOTT'S COLLECTABLES,Book store,Books & Music,"8, The Link Business Centre, 49 Effra Rd, London",SW2 1BZ,SW2,+44 20 3609 3337,http://scottscollectables.co.uk/,4.5,11,ChIJHSk0dWkEdkgRcYqY6dPoyxc,https://maps.google.com/?cid=1714720079999437425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
B,specialty_food,commercial,33,Lambeth,Blackbird Bakery (Office and Production),Bakery,Food & Drink,"35 Rothschild St, London",SE27 0JN,SE27,+44 20 8761 7501,https://www.blackbirdbakerylondon.co.uk/contact-us-1,5,1,ChIJKWXkWwcHdkgRZzsl8Pd4J-I,https://maps.google.com/?cid=16296126782944656231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,CARDABELLE Bakery Maltby street Market,Bakery,Food & Drink,"15 Millstream Rd, London",SE1 2HQ,SE1,,https://www.cardabelle-cruller-london.com/,5,9,ChIJ-YGhOwADdkgRM2jdSkxlngE,https://maps.google.com/?cid=116642018706155571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,Daisy's Bakery,Bakery,Food & Drink,"Unit 14, 7-9 Ingate Pl, London",SW8 3NS,SW8,+44 7757 169254,https://www.daisys-bakery.com/,5,9,ChIJ_Rwpz54FdkgRHDFWdWuvjsc,https://maps.google.com/?cid=14379623536305516828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,Dulce Herencia,Pastry shop,Food & Drink,"2A Fairmile Ave, London",SW16 6AG,SW16,+44 7852 182977,https://dulce-herencia-london-2026.web.app/,5,2,ChIJw28qM7gHdkgR4KuyfHqkyLk,https://maps.google.com/?cid=13387130738343848928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,33,Lambeth,Frankie's Brownies Ltd,Bakery,Food & Drink,"Food Exchange, Mission Kitchen, New Covent Garden Market, London",SW8 5EL,SW8,,http://www.frankiesbrownies.com/,5,10,ChIJjXipvooFdkgR_Fg9Z9pgXX0,https://maps.google.com/?cid=9033482918726293756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,Greek Mama's Bakehouse,Bakery,Food & Drink,"Mission Kitchen, Food Exchange, New Covent Garden Market, London",SW8 5EL,SW8,,http://www.greekmamasbakery.com/,4.7,13,ChIJz2fwW28FdkgRNFHBqD1Q35M,https://maps.google.com/?cid=10655323469136351540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,Scrumptious Creams,Bakery,Food & Drink,"Flaxman Rd, London",SE5 9DR,SE5,+44 7843 955995,https://www.scrumptiouscreams.london/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15534170550787320203,5,7,ChIJHSY61TEFdkgR1uBY4udZy5g,https://maps.google.com/?cid=11009992566507102422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,33,Lambeth,The Clink Bakery,Manufacturer,Food & Drink,"Jebb Ave, London",SW2 5XF,SW2,+44 20 8588 6152,https://theclinkcharity.org/bakery,4.7,3,ChIJX4QjttkFdkgRCzR1IsGmAZ0,https://maps.google.com/?cid=11313507087368401931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Manufacturer),
B,flowers,commercial,33,Lambeth,The Gated Garden,Florist,Home & Living,"Unit 23 Three Crown Square Borough Market, London",SE1 1TL,SE1,+44 7530 203806,http://boroughmarket.org.uk/traders/the-gated-garden,3.3,39,ChIJx5G0dlcDdkgRirrjIVZQCKk,https://maps.google.com/?cid=12180073523089488522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,33,Lambeth,Wild at Heart Florist,Florist,Home & Living,"52 Linford St, London",SW8 4UN,SW8,+44 20 7229 1174,http://www.wildatheart.com/,3.7,18,ChIJD5PHLwAFdkgR7VA_-VJ9Mk0,https://maps.google.com/?cid=5562646285078450413&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,33,Lambeth,Wildabout Flowers Studio,Florist,Home & Living,"Stewarts Lane Goods Depot, 70 Silverthorne Rd, London",SW8 3HE,SW8,+44 20 3794 7487,http://www.wildabout.co.uk/,3.9,15,ChIJs5ofOlUEdkgRRIqqLNc-CiA,https://maps.google.com/?cid=2308726852869065284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,32,Lambeth,Isle of Flowers - London Bridge Station,Florist,Home & Living,London,SE1 9SP,SE1,+44 20 7713 8048,http://www.isleofflowers.co.uk/,4.3,216,ChIJbwtYnFADdkgRIWIgOzaFYEo,https://maps.google.com/?cid=5359430024537596449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,specialty_food,commercial,32,Lambeth,Pastel de Nata,Pastry shop,Food & Drink,"Unit 1, Lindford Street Business Estate, 2 Linford St, London",SW8 4UN,SW8,+44 345 355 7330,http://pasteldenata.co.uk/,4.4,39,ChIJ9TB9NAAFdkgRl50PIvud6Pg,https://maps.google.com/?cid=17935759217936801175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,31,Lambeth,Artisan Foods,Bakery,Food & Drink,"Borough Market, Cathedral St, London",SE1 9AL,SE1,+44 20 8985 8001,http://www.artisanfoods.co.uk/,4.2,65,ChIJyVe0dlcDdkgRSIe-3nlDR2U,https://maps.google.com/?cid=7297875911884310344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,Buns From Home,Bakery,Food & Drink,"16 Hildreth St, London",SW12 9RQ,SW12,,http://www.bunsfromhome.com/,4.1,90,ChIJt2INm8IFdkgR3EgLU8GTC0c,https://maps.google.com/?cid=5119347859967920348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,Comptoir Bakery Borough Market,Pastry shop,Food & Drink,"Borough High St, London",SE1 1TL,SE1,,http://comptoirbakery.co.uk/,4.2,99,ChIJkTO1dlcDdkgRW6vpluDSQF0,https://maps.google.com/?cid=6719602506083183451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,31,Lambeth,GAIL's Bakery Crystal Palace,Bakery,Food & Drink,"58-60 Westow Hill, London",SE19 1RX,SE19,+44 20 4546 8196,https://gails.com/pages/crystal-palace,3.4,86,ChIJL2JCMRMBdkgRzhtYLSOLcuw,https://maps.google.com/?cid=17037833323496872910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,GAIL's Bakery London Bridge,Bakery,Food & Drink,"London Bridge Station, Unit SU17 Western Arcade, London",SE1 9SP,SE1,+44 20 4546 8181,https://gails.com/pages/london-bridge-station,3.5,135,ChIJiYNEhEkRdkgRL8lHNWrja6o,https://maps.google.com/?cid=12280158854255724847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,GAIL's Bakery Streatham Hill,Bakery,Food & Drink,"57-59 Streatham Hill, London",SW2 4TX,SW2,+44 20 4546 8192,https://gails.com/pages/streatham-hill,4.2,92,ChIJE7UFSAAFdkgREWQiW_-o0hc,https://maps.google.com/?cid=1716620222680687633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,Lola's Cupcakes,Bakery,Food & Drink,"Lower Waterloo Underground Station, Waterloo Rd, London",SE1 7LT,SE1,+44 20 3318 1629,http://www.lolascupcakes.co.uk/,3.7,73,ChIJDTc-y7kEdkgRT_6A-oYOGW4,https://maps.google.com/?cid=7933388191481003599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,Olivier’s Bakery,Bakery,Food & Drink,"9 Stoney St, London",SE1 9AA,SE1,+44 20 7237 1140,https://www.oliviersbakery.com/,3.7,130,ChIJD9a1dlcDdkgRqZv2hguUZrY,https://maps.google.com/?cid=13143355339757231017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,31,Lambeth,St. John Bakery Borough Corner,Bakery,Food & Drink,"Unit 4a, Brandon House, 180 Borough High St, London",SE1 1LH,SE1,,https://stjohnrestaurant.com/a/restaurants/borough-corner,3.6,100,ChIJpSejxEMDdkgRqPfoCoAPbMU,https://maps.google.com/?cid=14225762365569824680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,flowers,commercial,30,Lambeth,John Carter London,Florist,Home & Living,"Railway Arch, 311 Blucher Rd, London",SE5 0LH,SE5,+44 20 7731 5146,http://www.johncarterflowers.com/,4,4,ChIJJzCFroAPdkgRjvi0CkaleO4,https://maps.google.com/?cid=17183666098478053518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,30,Lambeth,Little Clapham Flowers,Florist,Home & Living,"common railway station, Jaggard Way wandsworth, London",SW12 8SG,SW12,+44 20 4568 1251,https://www.claphamflowers.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp-little-clapham,,,ChIJlePYBIEFdkgRsWwJthaP07U,https://maps.google.com/?cid=13101973068657028273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,books,commercial,30,Lambeth,Melanin Dreams,Book store,Home & Living,"126 Norwood High St, London",SE27 9NH,SE27,,http://melanin-dreams.com/,3.8,10,ChIJ2SlJlyoHdkgRUc5tfF5WlK0,https://maps.google.com/?cid=12507717028929195601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
B,flowers,commercial,30,Lambeth,SuperNature Flowers,Florist,Home & Living,"Arch 314 Blucher Rd, London",SE5 0LH,SE5,+44 7709 340429,http://supernatureflowers.com/,,,ChIJ9TS9qo0EdkgRtjU78olfMeU,https://maps.google.com/?cid=16515086354623444406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,flowers,commercial,30,Lambeth,Thorn Florist,Florist,Home & Living,"Concepts College, 40 Thorne Rd, London",SW8 2BZ,SW8,+44 7305 072279,https://www.instagram.com/thorn.florist/,,,ChIJb0-tzB8FdkgRgsA6TCQv66Y,https://maps.google.com/?cid=12027759062767288450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,books,commercial,30,Lambeth,Venetia Vyvyan Ltd,Book store,Books & Music,"63 Ramsden Rd, London",SW12 8RA,SW12,+44 20 8772 1427,http://venetiavyvyan.com/,4.2,5,ChIJv-tJCcYFdkgRq7pYUfXD5a0,https://maps.google.com/?cid=12530636996627446443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
B,flowers,commercial,30,Lambeth,Wyld Bunch,Florist,Home & Living,"136 Norwood Rd, London",SE24 9AY,SE24,,https://www.instagram.com/wyld.bunch?igsh=bHJkZGV0aTJ1ZHVv,,,ChIJhWFJ45OIwK4R0gvsHSzaSj0,https://maps.google.com/?cid=4416582267605617618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
C,books,commercial,39,Wandsworth,Westway Records,Store,Books & Music,"Unit 27, Zeal House, 8 Deer Park Rd, London",SW19 3UU,SW19,+44 7446 010863,https://www.westwayrecords.com/services,4.9,25,ChIJdcs53ikOdkgRrd-kn3Tne6g,https://maps.google.com/?cid=12140551708587909037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,record / vinyl shop,
C,fashion,commercial,37,Wandsworth,Vintage80scasuals,Clothing store,Fashion & Apparel,"Unit 135 99, Battersea Business Centre, 109 Lavender Hill, London",SW11 5QL,SW11,+44 7906 292156,http://www.vintage80scasuals.com/,5,38,ChIJkyWVQOAFdkgR8P2a09hdgJs,https://maps.google.com/?cid=11205059058742263280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,vintage / boutique,
