cluster,mechanic,track,name,address,postcode,type,channel,write_to,email,email_skipped,instagram,facebook,whatsapp,phone,phone_type,website,google_maps,placeId
Brixton Village,empty_chair,empty_chair,Beauty by Patti,"Within Mazel Beauty, 86 Atlantic Rd, London",SW9 8PX,Beauty salon,whatsapp,https://wa.me/447841685760,,beautybypatti@hotmail.com,,,https://wa.me/447841685760,+44 7841 685760,mobile,https://beautybypatti.book.app/book-now,https://maps.google.com/?cid=14638988988111321048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJvwxygLoFdkgR2Pc6i-wiKMs
Brixton Village,empty_chair,empty_chair,Blue Tit Brixton,"342 Coldharbour Ln, London",SW9 8QH,Hair salon,email,steve@bluetitlondon.com,steve@bluetitlondon.com,,https://www.instagram.com/bluetitlondon,https://www.facebook.com/bluetitlondon,,+44 20 7274 0655,landline,https://bluetitlondon.com/salons/brixton/,https://maps.google.com/?cid=9083458406883419543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ_9Dlg2UEdkgRl2VSekvtDn4
Brixton Village,empty_chair,empty_chair,Brow & Bliss,"Inside Andre Pierre, 393 Coldharbour Ln, London",SW9 8LQ,Beauty salon,whatsapp,https://wa.me/447404187235,,,,,https://wa.me/447404187235,+44 7404 187235,mobile,,https://maps.google.com/?cid=8989687758359690159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJfdzw2M4FdkgRr_u0BmPJwXw
Brixton Village,empty_chair,empty_chair,Crown and Glory Barbers,"10 Coldharbour Ln, London",SE5 9PR,Barber shop,instagram_dm,https://www.instagram.com/crownandglory23/,,,https://www.instagram.com/crownandglory23/,,,,none,,https://maps.google.com/?cid=8784836388518358302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ71LIin8EdkgRHu2PuyYC6nk
Brixton Village,empty_chair,empty_chair,Curfew Grooming Brixton,"40 Atlantic Rd, London",SW9 8JW,Barber shop,email,info@curfewcompany.com,info@curfewcompany.com,,https://www.instagram.com/curfew_grooming,https://www.facebook.com/CurfewGrooming,,+44 20 3916 5256,landline,http://www.curfewgrooming.co/,https://maps.google.com/?cid=1371494181337877691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJDQTTEmYEdkgRu8woArGGCBM
Brixton Village,empty_chair,empty_chair,DC Studio London,"352 Coldharbour Ln, London",SW9 8QH,Nail salon,instagram_dm,https://www.instagram.com/blowstudiobydc,,,https://www.instagram.com/blowstudiobydc,,https://wa.me/447393172056,+44 7393 172056,mobile,https://www.instagram.com/blowstudiobydc?igsh=bjQ5dnZ6NWoweXpz&utm_source=qr,https://maps.google.com/?cid=4516725128026385717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJw7-kSJoFdkgRNe0XxJKhrj4
Brixton Village,empty_chair,empty_chair,Diako Barbershop,"322 Coldharbour Ln, London",SW9 8QH,Barber shop,instagram_dm,https://www.instagram.com/d_r_barber_shop,,,https://www.instagram.com/d_r_barber_shop,,,+44 20 3771 2348,landline,https://www.instagram.com/d_r_barber_shop?igsh=ZTV4ZW40NGwxaDI%3D&utm_source=qr,https://maps.google.com/?cid=14029176763876798828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJrcXoX3QFdkgRbHEK3u-lscI
Brixton Village,empty_chair,empty_chair,Elevate,"The Metropolis, 61 Atlantic Rd, London",SW9 8PU,Hair salon,email,info@elevatehairdressing.co.uk,info@elevatehairdressing.co.uk,,https://www.instagram.com/elevate399,,,+44 20 3581 6250,landline,https://www.elevatehairdressing.co.uk/,https://maps.google.com/?cid=12903460839209331949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ2Y1nS28EdkgR7Ww8jkRNErM
Brixton Village,empty_chair,empty_chair,Esu Hair & Beauty Salon,"72 Atlantic Rd, London",SW9 8PX,Beauty salon,walk_in,https://maps.google.com/?cid=4370682541784931653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 7733 0629,landline,,https://maps.google.com/?cid=4370682541784931653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ9XbuNG8EdkgRRZ0XaZ3Ipzw
Brixton Village,empty_chair,empty_chair,FACIAL QUARTERS,"Within Andre Pierre, 393 Coldharbour Ln, London",SW9 8LQ,Beauty salon,facebook_dm,http://www.facebook.com/profile.php,,team@booksolo.co,,http://www.facebook.com/profile.php,https://wa.me/447311382563,+44 7311 382563,mobile,https://booksolo.co/facialquarters,https://maps.google.com/?cid=5405604717886495872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ911y90AFdkgRgNzMzdmQBEs
Brixton Village,empty_chair,empty_chair,Gents of Brixton Barbers,"415 Coldharbour Ln, London",SW9 8LH,Barber shop,email,gentsofbrixton21@gmail.com,gentsofbrixton21@gmail.com,,,,,+44 20 3340 2909,landline,http://gentsofbrixtonbarber.com/,https://maps.google.com/?cid=18192363116269919960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ9WYeq_MFdkgR2N4v8t1BePw
Brixton Village,empty_chair,empty_chair,Heads High Brixton,"54 Atlantic Rd, London",SW9 8PZ,Hair salon,email,bookings@headshighbrixton.co.uk,bookings@headshighbrixton.co.uk,,https://www.instagram.com/headshighbrixton,https://www.facebook.com/headshighbrixton,,+44 20 7737 7828,landline,http://www.headshighbrixton.co.uk/,https://maps.google.com/?cid=2298014656972092440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJmx0oaMUFdkgRGHR2tScw5B8
Brixton Village,empty_chair,empty_chair,JayJay Barber Shop,"216 Coldharbour Ln, London",SW9 8SA,Barber shop,instagram_dm,https://www.instagram.com/jayjaybarbers21/,,,https://www.instagram.com/jayjaybarbers21/,,,+44 20 4529 0383,landline,,https://maps.google.com/?cid=16071306731775396742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJyS8m5nsFdkgRhgvRt1LACN8
Brixton Village,empty_chair,empty_chair,Klassique Barbers London,"81 Atlantic Rd, London",SW9 8PU,Barber shop,instagram_dm,https://www.instagram.com/klassiquebarbers/,,,https://www.instagram.com/klassiquebarbers/,,,+44 20 7738 6200,landline,,https://maps.google.com/?cid=13831501217861995952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJcXWMNm8EdkgRsA0MQRNd878
Brixton Village,empty_chair,empty_chair,Luna & Wilde Brixton Biab Nail Salon,"425 Coldharbour Ln, London",SW9 8LH,Nail salon,instagram_dm,https://www.instagram.com/lunaandwilde/,,,https://www.instagram.com/lunaandwilde/,,,+44 20 8616 7898,landline,https://linktr.ee/lunaandwilde,https://maps.google.com/?cid=17114012944883315843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJu1rjZP0FdkgRg_Q0dRkwge0
Brixton Village,empty_chair,empty_chair,Myla and Davis,"431-433 Coldharbour Ln, London",SW9 8LN,Hair salon,email,weddings@mylaanddavis.co.uk,weddings@mylaanddavis.co.uk,,https://www.instagram.com/mylaanddavis,https://www.facebook.com/538667706505389,,+44 20 3818 0068,landline,http://www.mylaanddavis.co.uk/,https://maps.google.com/?cid=11456226257483869911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJyy2elmgEdkgR1y7UXxWx_J4
Brixton Village,empty_chair,empty_chair,NAE2SLAE,"25 Coldharbour Ln, London",SE5 9NR,Beauty salon,whatsapp,https://wa.me/447593589004,,,,,https://wa.me/447593589004,+44 7593 589004,mobile,,https://maps.google.com/?cid=12998016564422335491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJC_ORNEEDdkgRA1wJ6zI7YrQ
Brixton Village,empty_chair,empty_chair,Nail Spa,"417 Coldharbour Ln, London",SW9 8LF,Beauty salon,email,gianghuonglily1965@gmail.com,gianghuonglily1965@gmail.com,,,https://www.facebook.com/nailspabrixton.417,,+44 20 7274 2288,landline,http://nailspabrixton.co.uk/,https://maps.google.com/?cid=2657104811490485968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJp8cll2gEdkgR0Cbfg7_u3yQ
Brixton Village,empty_chair,empty_chair,Oh LaLa Hair Salon,"The Metropolis, 77 Atlantic Rd, London",SW9 8PU,Hair salon,instagram_dm,http://www.instagram.com/sde_aesthetics,,begona_fernandez@treatwell.co.uk,http://www.instagram.com/sde_aesthetics,https://www.facebook.com/266454840191110,https://wa.me/447915849934,+44 7915 849934,mobile,https://www.treatwell.co.uk/place/ohlala-london/,https://maps.google.com/?cid=148443723924861867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ_w-MwowFdkgRq3OtycdgDwI
Brixton Village,empty_chair,empty_chair,Queenty Boss Hair & Beauty Studio,"KIOSK 2, 17 Atlantic Rd, London",SW9 8HX,Hair salon,email,info@queentybosshair.com,info@queentybosshair.com,,,,https://wa.me/447465034374,+44 7465 034374,mobile,https://www.queentybosshair.com/,https://maps.google.com/?cid=1860739092633964230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJaXWyy2YFdkgRxk4hnFis0hk
Brixton Village,empty_chair,empty_chair,Rama's Hair & Beauty,"16B, Market Row, Coldharbour Ln, London",SW9 8LD,Hair salon,facebook_dm,https://www.facebook.com/Ramashairandbeauty,,zrasmatou@gmail.com,,https://www.facebook.com/Ramashairandbeauty,,+44 20 7733 7819,landline,http://www.ramas.10to8.com/,https://maps.google.com/?cid=7005493009631240211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJAYMKmmgEdkgRE2CNi8aCOGE
Brixton Village,empty_chair,empty_chair,Republic Barbershop,"62 Atlantic Rd, London",SW9 8PY,Barber shop,whatsapp,https://wa.me/447519361756,,,,,https://wa.me/447519361756,+44 7519 361756,mobile,,https://maps.google.com/?cid=9280340233655828218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJEbGzNZ8FdkgR-j7S7UVkyoA
Brixton Village,empty_chair,empty_chair,Sirwans Barbers,"Brixton Village, 47 Coldharbour Ln, London",SW9 8PS,Barber shop,facebook_dm,https://www.facebook.com/Plesk,,,,https://www.facebook.com/Plesk,https://wa.me/447951856000,+44 7951 856000,mobile,https://gatoreasy.com/sirwans-barbers-zjelgei,https://maps.google.com/?cid=4791983073581881007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ2e0SAmYEdkgRr1aIZjeLgEI
Brixton Village,empty_chair,empty_chair,Tula Rose,"6A Coldharbour Ln, London",SE5 9PR,Beauty salon,email,info@tularose.com,info@tularose.com,,https://www.instagram.com/tularosebeauty,https://www.facebook.com/Tularoseltd,,+44 20 7733 1400,landline,http://tularose.com/,https://maps.google.com/?cid=6546340742077272973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJz7LQ9X8EdkgRjdMujjhG2Vo
Brixton Village,empty_chair,empty_chair,United Cutz Brixton Barber,"30 Atlantic Rd, London",SW9 8JW,Barber shop,instagram_dm,https://www.instagram.com/united_cutz/,,,https://www.instagram.com/united_cutz/,,,+44 20 3793 4316,landline,,https://maps.google.com/?cid=8288478158828525124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJuakNIGYEdkgRRNaOofiWBnM
Brixton Village,empty_chair,empty_chair,Victoria Beauty & Aesthetics,"214 Coldharbour Ln, London",SW9 8SA,Beauty salon,instagram_dm,https://www.instagram.com/victoriab_aesthetics/,,,https://www.instagram.com/victoriab_aesthetics/,,,,none,,https://maps.google.com/?cid=7011188083888800089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJG2NCinwFdkgRWcGkWWq-TGE
Brixton Village,empty_chair,empty_chair,Victoria Cole Hair & crown ov glory,"16 Coldharbour Ln, London",SE5 9PR,Hair salon,email,customerservice@victoriacole.co.uk,customerservice@victoriacole.co.uk,,,https://www.facebook.com/187457961275542,https://wa.me/447958717022,+44 7958 717022,mobile,http://www.victoriacole.co.uk/,https://maps.google.com/?cid=6558241544465541836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJGUC3i38EdkgRzOoTCfCNA1s
Brixton Village,end_of_day_food,end_of_day_food,ALL ROADS BRIXTON,"44 Atlantic Rd, London",SW9 8JN,Restaurant,email,info@allroadsldn.com,info@allroadsldn.com,,,,https://wa.me/447913172857,+44 7913 172857,mobile,http://www.allroadsldn.com/,https://maps.google.com/?cid=13690696610895750669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJW6ANzfcFdkgRDeYV_Acg_70
Brixton Village,end_of_day_food,end_of_day_food,Arepa & Co Venezuelan Restaurant Brixton,"14B, C, Market Row, London",SW9 8LD,Restaurant,email,hello@arepaandco.com,hello@arepaandco.com,,,https://www.facebook.com/arepaandco,,+44 20 4619 3502,landline,https://www.arepaandco.com/pages/brixton-restaurant/?utm_source=GMB&utm_medium=website%20click&utm_campaign=SDM&utm_id=GMB,https://maps.google.com/?cid=11740036695054059958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJvc8XWAAFdkgRtom_Oiz97KI
Brixton Village,end_of_day_food,end_of_day_food,Atlantic Bakery,"The Metropolis, 67 Atlantic Rd, London",SW9 8PU,Bakery,walk_in,https://maps.google.com/?cid=15807436109002682324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 7998 8824,landline,,https://maps.google.com/?cid=15807436109002682324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJoyNUSm8EdkgR1K_JxmNLX9s
Brixton Village,end_of_day_food,end_of_day_food,BAD BREW INC.,"82, 84 Coldharbour Ln, London",SE5 9PU,Coffee shop,instagram_dm,https://www.instagram.com/badbrewinc/,,,https://www.instagram.com/badbrewinc/,,,,none,,https://maps.google.com/?cid=2475644539960954471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJb6GKN8oFdkgRZw6CspdBWyI
Brixton Village,end_of_day_food,end_of_day_food,Brixton Spritz,"21 Brixton Station Rd, London",SW9 8QQ,Restaurant,email,info@brixtonspritz.com,info@brixtonspritz.com,,,,,+44 20 3648 2199,landline,http://www.brixtonspritz.com/,https://maps.google.com/?cid=11094864088659326635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJFx4BHwAFdkgRq_bGAxvg-Jk
Brixton Village,end_of_day_food,end_of_day_food,Brixtonia,"19 Brixton Station Rd, London",SW9 8PB,Cafe,whatsapp,https://wa.me/447432227090,,,,,https://wa.me/447432227090,+44 7432 227090,mobile,,https://maps.google.com/?cid=5330524725372161791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ9WToChgFdkgR_44-0v7T-Uk
Brixton Village,end_of_day_food,end_of_day_food,COLIBRI RESTAURANT & BAR,"426 Coldharbour Ln, London",SW9 8LF,Restaurant,whatsapp,https://wa.me/447958955683,,,,,https://wa.me/447958955683,+44 7958 955683,mobile,,https://maps.google.com/?cid=6354391160600079697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJhRy5kZoFdkgRUS1z8xdVL1g
Brixton Village,end_of_day_food,end_of_day_food,Cafe Rio,"30 Brixton Station Rd, London",SW9 8PE,Cafe,walk_in,https://maps.google.com/?cid=15199037204696856220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 8765 0533,landline,,https://maps.google.com/?cid=15199037204696856220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJYZZ0MWYEdkgRnPbmSc_T7dI
Brixton Village,end_of_day_food,end_of_day_food,Cantinho Mineiro,"Granville Arcade, Coldharbour Ln, London",SW9 8PS,Restaurant,whatsapp,https://wa.me/447988823743,,,,,https://wa.me/447988823743,+44 7988 823743,mobile,,https://maps.google.com/?cid=2845206649470614331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJHTZz450FdkgRO3tGhl80fCc
Brixton Village,end_of_day_food,end_of_day_food,Danclair's Kitchen,"67-68, Granville Arcade, Coldharbour Ln, London",SW9 8PS,Restaurant,email,hello@danclairskitchenbrixton.co.uk,hello@danclairskitchenbrixton.co.uk,,https://www.instagram.com/danclairskitchen,,,+44 20 7733 9800,landline,https://danclairskitchenbrixton.co.uk/,https://maps.google.com/?cid=12367766388559239244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJpSpJuOkFdkgRTNgWzwAio6s
Brixton Village,end_of_day_food,end_of_day_food,Express Cafe,"15-17 Market Row, London",SW9 8LB,Coffee shop,walk_in,https://maps.google.com/?cid=4887858378084168689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 7978 8515,landline,,https://maps.google.com/?cid=4887858378084168689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJAYMKmmgEdkgR8bMfQkwp1UM
Brixton Village,end_of_day_food,end_of_day_food,F. Mondays Coffee,"436 Coldharbour Ln, London",SW2 1JG,Coffee shop,email,info@fmondayscoffee.com,info@fmondayscoffee.com,,https://www.instagram.com/fmondayscoffee,,,,none,http://www.fmondayscoffee.com/,https://maps.google.com/?cid=4050862949117747630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJYT-R-xcFdkgRrmH0y2OONzg
Brixton Village,end_of_day_food,end_of_day_food,Four Boroughs - Coldharbour Works,"Four Boroughs, Coldharbour Works, 245a Coldharbour Ln, London",SW9 8RR,Coffee shop,instagram_dm,https://www.instagram.com/four_boroughs/,,,https://www.instagram.com/four_boroughs/,https://www.facebook.com/fourboroughs/,,,none,,https://maps.google.com/?cid=15046783605388431208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJSXuxcDwFdkgRaE9Zw_fp0NA
Brixton Village,end_of_day_food,end_of_day_food,Guzzl,"9, Granville Arcade, Coldharbour Ln, London",SW9 8PR,Deli,email,enquiries@guzzl.club,enquiries@guzzl.club,,https://www.instagram.com/guzzl_club,https://www.facebook.com/549234168763611,,+44 20 7346 8811,landline,http://www.guzzl.club/,https://maps.google.com/?cid=15939514243729518280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJGYz8qGgEdkgRyO7G5cCHNN0
Brixton Village,end_of_day_food,end_of_day_food,IRENE,"Coldharbour Ln, London",SW9 8PS,Bakery,email,hello@irenebakery.co.uk,hello@irenebakery.co.uk,,http://instagram.com/irene.bread,https://www.facebook.com/irene.bread.wines,,+44 20 3659 0585,landline,https://www.irenebakery.co.uk/,https://maps.google.com/?cid=17684036846441068353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJoxr5r4cFdkgRQfcJW9FRavU
Brixton Village,end_of_day_food,end_of_day_food,JOHNNIES,"104, Johnnies Cafe, 106 Coldharbour Ln, London",SE5 9PZ,Cafe,instagram_dm,https://www.instagram.com/johnniescamberwell/,,,https://www.instagram.com/johnniescamberwell/,,,+44 20 3354 0270,landline,,https://maps.google.com/?cid=12480557595297195418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCQA6734EdkgRmiV-EgLZM60
Brixton Village,end_of_day_food,end_of_day_food,Kalandula Brixton,"5 Brixton Station Rd, London",SW9 8PA,Restaurant,instagram_dm,https://www.instagram.com/kalandulabng/,,,https://www.instagram.com/kalandulabng/,,,+44 20 7733 8274,landline,https://kalandulabrixton.co.uk/,https://maps.google.com/?cid=10349218743405056145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ84-rRqcFdkgRkRB5V53Pn48
Brixton Village,end_of_day_food,end_of_day_food,LJ Grind,"204 Coldharbour Ln, London",SW9 8SA,Cafe,instagram_dm,https://www.instagram.com/lj.grind/,,,https://www.instagram.com/lj.grind/,,,+44 20 4597 6750,landline,,https://maps.google.com/?cid=4399689866527526411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCb3vp6UFdkgRC05CgJ_WDj0
Brixton Village,end_of_day_food,end_of_day_food,La Nonna (Pasta fresca),"7 Market Row, London",SW9 8LB,Italian restaurant,email,eduardo@lanonnaldn.com,eduardo@lanonnaldn.com,,https://www.instagram.com/lanonnaldn,,,+44 20 3589 6645,landline,https://www.lanonnaldn.com/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=br11183-website,https://maps.google.com/?cid=12194560877914149680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJAc87YOUFdkgRMNPyR4LIO6k
Brixton Village,end_of_day_food,end_of_day_food,La Taberna Del Sabor,"47 Atlantic Rd, London",SW9 8JL,Restaurant,walk_in,https://maps.google.com/?cid=5311497018004588792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,,none,,https://maps.google.com/?cid=5311497018004588792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJE0IsMAAFdkgR-Mi1d2U6tkk
Brixton Village,end_of_day_food,end_of_day_food,Lala Cafe Brixton,"30 Brixton Station Rd, London",SW9 8PE,Cafe,walk_in,https://maps.google.com/?cid=6408964023248891094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 8765 0533,landline,,https://maps.google.com/?cid=6408964023248891094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ96NMq1oFdkgR1iwCsNI28Vg
Brixton Village,end_of_day_food,end_of_day_food,No.61,"The Metropolis, 61 Atlantic Rd, London",SW9 8PU,Coffee shop,instagram_dm,https://www.instagram.com/no.61brixton,,,https://www.instagram.com/no.61brixton,,,+44 20 3581 6250,landline,https://www.instagram.com/no.61brixton/,https://maps.google.com/?cid=18232615616218059459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJwXZTXy8FdkgRw9Lqak1DB_0
Brixton Village,end_of_day_food,end_of_day_food,Nuvola,"4 Market Row, London",SW9 8LD,Pizza restaurant,email,nuvolapizzauk@gmail.com,nuvolapizzauk@gmail.com,,,,https://wa.me/447928527509,+44 7928 527509,mobile,https://nuvolapizza.co.uk/,https://maps.google.com/?cid=17067575375711661888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJRaAWY1cFdkgRQG9_VmA13Ow
Brixton Village,end_of_day_food,end_of_day_food,OKAN Brixton East,"338 Coldharbour Ln, London",SW9 8QH,Japanese restaurant,email,info@okanlondon.com,info@okanlondon.com,,,https://www.facebook.com/341113216403896,,,none,http://okanlondon.com/,https://maps.google.com/?cid=5132987425725123792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ5U5qeGUEdkgR0IzkMt4IPEc
Brixton Village,end_of_day_food,end_of_day_food,OKAN Brixton Village,"39, Brixton Village, Coldharbour Ln, London",SW9 8PS,Japanese restaurant,email,info@okanlondon.com,info@okanlondon.com,,,https://www.facebook.com/341113216403896,,+44 20 7326 1180,landline,https://okanlondon.com/,https://maps.google.com/?cid=17296486742444635576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJS1f5qmgEdkgRuHWqMQ13CfA
Brixton Village,end_of_day_food,end_of_day_food,PARISSI,"76 Atlantic Rd, London",SW9 8PX,Cafe,email,info@parissi.co.uk,info@parissi.co.uk,,https://www.instagram.com/parissi_london,http://www.facebook.com/parissi.co.uk,,+44 20 7924 9022,landline,https://www.parissi.co.uk/,https://maps.google.com/?cid=10559249908428148797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJn3ZmNG8EdkgRPZBvrtj9iZI
